Date,Price
2013-07-30,1.3312
2013-07-29,1.3312
2013-07-26,1.3293
2013-07-25,1.3274
2013-07-24,1.3315
2013-07-23,1.3325
2013-07-22,1.3326
2013-07-19,1.3307
2013-07-18,1.3317
2013-07-17,1.3298
2013-07-16,1.3288
2013-07-15,1.3269
2013-07-12,1.329
2013-07-11,1.3261
2013-07-10,1.3221
2013-07-09,1.3161
2013-07-08,1.3142
2013-07-05,1.3234
2013-07-04,1.3244
2013-07-03,1.3295
2013-07-02,1.3325
2013-06-28,1.3337
2013-06-27,1.3318
2013-06-26,1.3298
2013-06-25,1.3319
2013-06-24,1.3269
2013-06-21,1.3391
2013-06-20,1.3432
2013-06-19,1.3563
2013-06-18,1.3564
2013-06-17,1.3574
2013-06-14,1.3566
2013-06-13,1.3546
2013-06-11,1.3557
2013-06-10,1.3598
2013-06-07,1.365
2013-06-06,1.363
2013-06-05,1.362
2013-06-04,1.3631
2013-06-03,1.3611
2013-05-31,1.3643
2013-05-30,1.3613
2013-05-29,1.3574
2013-05-28,1.3685
2013-05-27,1.3705
2013-05-24,1.3707
2013-05-23,1.3728
2013-05-22,1.3778
2013-05-21,1.3759
2013-05-20,1.3759
2013-05-16,1.3781
2013-05-15,1.3762
2013-05-14,1.3772
2013-05-13,1.3783
2013-05-10,1.3815
2013-05-09,1.3845
2013-05-08,1.3836
2013-05-07,1.3846
2013-05-06,1.3847
2013-05-03,1.3889
2013-05-02,1.3889
2013-04-30,1.388
2013-04-29,1.3871
2013-04-26,1.3862
2013-04-25,1.3863
2013-04-24,1.3853
2013-04-23,1.3864
2013-04-22,1.3844
2013-04-19,1.3856
2013-04-18,1.3856
2013-04-17,1.3847
2013-04-16,1.3857
2013-04-15,1.3848
2013-04-12,1.3829
2013-04-11,1.382
2013-04-10,1.384
