Date,Price
2014-02-21,2.1864
2014-02-20,2.1792
2014-02-19,2.1892
2014-02-18,2.1908
2014-02-17,2.1876
2014-02-14,2.1793
2014-02-13,2.1721
2014-02-12,2.1719
2014-02-11,2.1619
2014-02-10,2.1466
2014-02-07,2.1429
2014-02-06,2.1247
2014-02-05,2.1114
2014-02-04,2.1146
2014-01-30,2.1511
2014-01-29,2.1551
2014-01-28,2.1538
2014-01-27,2.147
2014-01-24,2.1739
2014-01-23,2.1974
2014-01-22,2.2102
2014-01-21,2.206
2014-01-20,2.2028
2014-01-17,2.2077
2014-01-16,2.205
2014-01-15,2.2063
2014-01-14,2.1976
2014-01-13,2.1972
2014-01-10,2.1957
2014-01-09,2.1935
2014-01-08,2.2015
2014-01-07,2.1988
2014-01-06,2.1934
2014-01-03,2.2023
2014-01-02,2.2134
2013-12-31,2.2231
2013-12-30,2.2162
2013-12-27,2.2166
2013-12-24,2.2043
2013-12-23,2.1978
2013-12-20,2.1886
2013-12-19,2.1896
2013-12-18,2.1878
2013-12-17,2.1727
2013-12-16,2.1768
2013-12-13,2.1735
2013-12-12,2.1819
2013-12-11,2.1907
2013-12-10,2.2025
2013-12-09,2.2069
2013-12-06,2.1995
2013-12-05,2.1955
2013-12-04,2.1992
2013-12-03,2.208
2013-12-02,2.2182
2013-11-29,2.2155
2013-11-28,2.2124
2013-11-27,2.2076
2013-11-26,2.2037
2013-11-25,2.2033
2013-11-22,2.2008
2013-11-21,2.1962
2013-11-20,2.2
2013-11-19,2.2053
2013-11-18,2.2109
2013-11-15,2.1937
2013-11-14,2.1822
2013-11-13,2.1673
2013-11-12,2.175
2013-11-11,2.1779
2013-11-08,2.1737
2013-11-07,2.1777
2013-11-06,2.186
2013-11-05,2.1834
2013-11-04,2.193
2013-11-01,2.1972
2013-10-31,2.1993
2013-10-30,2.2022
2013-10-29,2.1966
2013-10-28,2.196
2013-10-25,2.1909
2013-10-24,2.1922
2013-10-23,2.1922
2013-10-22,2.2004
2013-10-21,2.1932
2013-10-18,2.1961
2013-10-17,2.1802
2013-10-16,2.1697
2013-10-15,2.1666
2013-10-11,2.1663
2013-10-10,2.1543
2013-10-09,2.1435
2013-10-08,2.1483
2013-10-07,2.1499
2013-10-04,2.1596
2013-10-03,2.156
2013-10-02,2.1502
2013-09-30,2.1414
2013-09-27,2.155
